,item,item_name,era,style,gender,season,tpo,fit,brightness,temperature,weight,nice_nice,nice_no,urban_no,urban_urban,trendy_no,trendy_trendy,sophisticated_no,sophisticated_sophisticated,clean_clean,clean_no,magnificent_magnificent,magnificent_no,unique_no,unique_unique,easy_easy,easy_no,open_no,open_open mined,practical_no,practical_practical,activity_activity,activity_no,comfortable_comfortable,comfortable_no,bubbly_bubbly,bubbly_no,feminine_feminine,feminine_no,manly_manly,manly_no,soft_no,soft_soft
12352,12352,W_14687_19_normcore_W.jpg,2019,normcore,W,spring fall,social gathering,loose,bright,warm,light,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
12353,12353,W_14688_60_minimal_W.jpg,1960,minimal,W,summer,date social gathering social trip vacation,appropriate loose,bright,cold warm,light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
12354,12354,W_14689_00_cityglam_W.jpg,2000,cityglam,W,spring fall,etc social gathering,loose,dark,cold,heavy light,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12355,12355,W_14690_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,appropriate,dark,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12356,12356,W_14691_70_military_W.jpg,1970,military,W,spring fall winter,daily,appropriate loose,bright dark,warm,heavy light,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
12357,12357,W_14693_19_normcore_W.jpg,2019,normcore,W,winter,attendance,loose,bright,warm,light,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
12358,12358,W_14694_19_lounge_W.jpg,2019,lounge,W,spring fall winter,daily,loose,bright,warm,light,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0
12359,12359,W_14695_00_cityglam_W.jpg,2000,cityglam,W,spring fall,attendance event,appropriate tight,dark,cold warm,heavy light,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12360,12360,W_14696_50_classic_W.jpg,1950,classic,W,spring fall,daily social gathering,loose,bright dark,cold,heavy light,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1
12361,12361,W_14698_50_classic_W.jpg,1950,classic,W,winter,event,loose,dark,cold,heavy,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
12362,12362,W_14699_50_classic_W.jpg,1950,classic,W,spring fall,social gathering,loose,dark,cold,heavy,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
12363,12363,W_14700_50_feminine_W.jpg,1950,feminine,W,summer,event,appropriate,dark,warm,light,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
12364,12364,W_14701_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,appropriate,bright,warm,light,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
12365,12365,W_14702_60_minimal_W.jpg,1960,minimal,W,summer,daily social gathering,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1
12366,12366,W_14703_50_feminine_W.jpg,1950,feminine,W,summer,social trip vacation,loose,dark,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
12367,12367,W_14704_60_minimal_W.jpg,1960,minimal,W,summer,daily social gathering,appropriate tight,dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12368,12368,W_14705_19_genderless_W.jpg,2019,genderless,W,spring fall,event social gathering,loose,bright,warm,heavy light,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
12369,12369,W_14706_19_normcore_W.jpg,2019,normcore,W,spring fall,event,appropriate,bright,warm,heavy,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
12370,12370,W_14707_60_minimal_W.jpg,1960,minimal,W,spring fall winter,daily date social gathering,appropriate,dark,cold warm,heavy light,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
12371,12371,W_14708_19_genderless_W.jpg,2019,genderless,W,winter,date social gathering,appropriate tight,bright dark,cold warm,heavy light,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0
12372,12372,W_14709_00_cityglam_W.jpg,2000,cityglam,W,spring fall,event social gathering,appropriate loose tight,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1
12373,12373,W_14710_19_normcore_W.jpg,2019,normcore,W,spring fall,social gathering,appropriate loose,bright,warm,light,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1
12374,12374,W_14711_50_feminine_W.jpg,1950,feminine,W,summer,social gathering social trip vacation,appropriate loose,bright,warm,light,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0
12375,12375,W_14712_19_normcore_W.jpg,2019,normcore,W,spring fall summer,social gathering,appropriate loose,bright,cold warm,light,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0
12376,12376,W_14713_19_normcore_W.jpg,2019,normcore,W,spring fall summer,social gathering,appropriate,bright dark,cold,light,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12377,12377,W_14714_50_classic_W.jpg,1950,classic,W,spring fall,date,tight,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12378,12378,W_14716_60_minimal_W.jpg,1960,minimal,W,spring fall summer,daily date,appropriate tight,bright,cold warm,light,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
12379,12379,W_14717_50_feminine_W.jpg,1950,feminine,W,summer,social gathering,appropriate,bright,warm,light,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12380,12380,W_14718_50_feminine_W.jpg,1950,feminine,W,spring fall,date,appropriate,bright,warm,light,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
12381,12381,W_14721_60_minimal_W.jpg,1960,minimal,W,spring fall,attendance event,appropriate loose,bright,warm,heavy light,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0
12382,12382,W_14722_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering social trip vacation,appropriate tight,bright,warm,heavy light,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
12383,12383,W_14723_19_normcore_W.jpg,2019,normcore,W,summer,daily social gathering,loose tight,bright dark,cold warm,light,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12384,12384,W_14724_50_feminine_W.jpg,1950,feminine,W,spring fall,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
12385,12385,W_14725_60_minimal_W.jpg,1960,minimal,W,summer,daily date social trip vacation,tight,bright dark,warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
12386,12386,W_14726_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate,bright,warm,heavy,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
12387,12387,W_14727_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
12388,12388,W_14728_60_minimal_W.jpg,1960,minimal,W,summer,daily social gathering social trip vacation,appropriate,bright,cold warm,light,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
12389,12389,W_14729_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance,appropriate,dark,cold,light,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12390,12390,W_14730_19_normcore_W.jpg,2019,normcore,W,spring fall,event,loose,bright,warm,heavy light,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1
12391,12391,W_14731_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,tight,bright,warm,light,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12392,12392,W_14732_60_minimal_W.jpg,1960,minimal,W,spring fall summer,date social gathering,appropriate tight,bright,warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
12393,12393,W_14733_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance date,appropriate tight,dark,cold,heavy,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0
12394,12394,W_14734_00_cityglam_W.jpg,2000,cityglam,W,summer,social gathering social trip vacation,tight,bright,cold warm,heavy light,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12395,12395,W_14735_50_feminine_W.jpg,1950,feminine,W,spring fall,date,tight,bright,warm,light,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12396,12396,W_14736_80_bodyconscious_W.jpg,1980,bodyconscious,W,summer,daily event social gathering social trip vacation,appropriate tight,bright dark,cold warm,heavy light,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
12397,12397,W_14737_50_classic_W.jpg,1950,classic,W,spring fall,event,appropriate,dark,cold,heavy,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12398,12398,W_14738_19_normcore_W.jpg,2019,normcore,W,spring fall winter,social gathering,loose,dark,cold warm,heavy light,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
12399,12399,W_14739_19_normcore_W.jpg,2019,normcore,W,summer,attendance event,tight,bright,warm,heavy light,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0
12400,12400,W_14740_50_feminine_W.jpg,1950,feminine,W,spring fall,social trip vacation,appropriate,dark,cold,heavy,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12401,12401,W_14741_60_minimal_W.jpg,1960,minimal,W,summer,daily date social gathering,appropriate loose tight,bright dark,cold warm,heavy light,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1
12402,12402,W_14742_90_lingerie_W.jpg,1990,lingerie,W,spring fall,social gathering,tight,dark,warm,light,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12403,12403,W_14743_50_classic_W.jpg,1950,classic,W,spring fall,daily social trip vacation,appropriate,dark,cold warm,heavy,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
12404,12404,W_14744_90_lingerie_W.jpg,1990,lingerie,W,summer,daily social gathering,loose tight,dark,cold,heavy light,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12405,12405,W_14745_60_minimal_W.jpg,1960,minimal,W,summer,daily date,appropriate,bright,cold,light,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
12406,12406,W_14746_19_normcore_W.jpg,2019,normcore,W,spring fall summer,attendance daily,loose,bright,cold warm,light,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
12407,12407,W_14747_19_lounge_W.jpg,2019,lounge,W,spring fall winter,daily date,appropriate tight,dark,cold warm,heavy,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0
12408,12408,W_14748_70_punk_W.jpg,1970,punk,W,winter,daily date,appropriate loose,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
12409,12409,W_14749_60_minimal_W.jpg,1960,minimal,W,spring fall summer,daily social gathering,appropriate loose tight,dark,cold warm,heavy light,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
12410,12410,W_14750_50_feminine_W.jpg,1950,feminine,W,spring fall summer,date social gathering,appropriate,dark,cold,heavy,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
12411,12411,W_14751_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance date event,appropriate tight,bright,warm,heavy light,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
12412,12412,W_14753_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,appropriate,bright,warm,light,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
12413,12413,W_14754_90_kitsch_W.jpg,1990,kitsch,W,summer winter,date event,appropriate tight,bright,warm,heavy light,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
12414,12414,W_14756_50_classic_W.jpg,1950,classic,W,spring fall,social gathering,tight,bright,warm,heavy,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
12415,12415,W_14758_90_lingerie_W.jpg,1990,lingerie,W,summer,social gathering social trip vacation,appropriate tight,bright,cold warm,light,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12416,12416,W_14759_50_feminine_W.jpg,1950,feminine,W,summer,date,appropriate,bright,warm,light,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
12417,12417,W_14760_50_feminine_W.jpg,1950,feminine,W,spring fall summer,date social gathering,appropriate,dark,warm,heavy,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
12418,12418,W_14761_50_feminine_W.jpg,1950,feminine,W,summer,event,tight,bright,cold,light,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12419,12419,W_14762_50_feminine_W.jpg,1950,feminine,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
12420,12420,W_14763_70_hippie_W.jpg,1970,hippie,W,summer,date event social gathering,appropriate,bright,cold warm,light,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
12421,12421,W_14765_50_feminine_W.jpg,1950,feminine,W,summer,social gathering,appropriate,bright,warm,light,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12422,12422,W_14766_50_feminine_W.jpg,1950,feminine,W,spring fall,date social trip vacation,appropriate,bright dark,cold,heavy,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12423,12423,W_14767_19_normcore_W.jpg,2019,normcore,W,spring fall,event,appropriate,bright,warm,heavy light,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12424,12424,W_14768_19_normcore_W.jpg,2019,normcore,W,spring fall,etc social gathering,appropriate loose,bright dark,cold warm,heavy light,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
12425,12425,W_14770_60_minimal_W.jpg,1960,minimal,W,spring fall summer,daily event social trip vacation,appropriate loose,bright dark,cold,heavy light,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1
12426,12426,W_14771_90_kitsch_W.jpg,1990,kitsch,W,summer,social gathering,loose,dark,cold,light,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1
12427,12427,W_14772_19_genderless_W.jpg,2019,genderless,W,spring fall,daily,appropriate loose,bright,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12428,12428,W_14773_50_classic_W.jpg,1950,classic,W,winter,attendance,appropriate,dark,cold,light,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
12429,12429,W_14774_60_minimal_W.jpg,1960,minimal,W,spring fall summer winter,attendance event,appropriate loose,bright dark,cold warm,heavy light,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
12430,12430,W_14775_19_lounge_W.jpg,2019,lounge,W,winter,attendance daily,appropriate loose,dark,warm,heavy light,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1
12431,12431,W_14776_19_lounge_W.jpg,2019,lounge,W,spring fall winter,event social gathering,loose,dark,cold warm,heavy,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1
12432,12432,W_14777_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance daily event,appropriate loose,bright dark,cold warm,heavy,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0
12433,12433,W_14778_19_genderless_W.jpg,2019,genderless,W,spring fall,attendance leisure sports,appropriate,dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
12434,12434,W_14779_19_normcore_W.jpg,2019,normcore,W,spring fall winter,attendance social gathering,appropriate,dark,cold,light,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
12435,12435,W_14780_19_lounge_W.jpg,2019,lounge,W,spring fall,daily social gathering,loose,bright,cold,light,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1
12436,12436,W_14781_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall summer,etc event social gathering,appropriate tight,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1
12437,12437,W_14782_50_feminine_W.jpg,1950,feminine,W,spring fall,event,appropriate,bright,cold,light,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
12438,12438,W_14783_60_minimal_W.jpg,1960,minimal,W,spring fall summer,date event leisure sports social gathering,tight,bright,cold warm,light,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
12439,12439,W_14784_60_minimal_W.jpg,1960,minimal,W,spring fall,daily etc social gathering,appropriate tight,bright,cold warm,light,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
12440,12440,W_14785_00_cityglam_W.jpg,2000,cityglam,W,winter,attendance daily,appropriate loose,dark,cold warm,heavy light,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0
12441,12441,W_14786_70_hippie_W.jpg,1970,hippie,W,spring fall summer winter,date event social gathering,appropriate loose,dark,cold warm,heavy light,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12442,12442,W_14787_60_minimal_W.jpg,1960,minimal,W,spring fall,daily event,appropriate tight,bright,warm,heavy light,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
12443,12443,W_14788_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,appropriate,bright,cold,heavy,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12444,12444,W_14789_60_minimal_W.jpg,1960,minimal,W,spring fall winter,daily etc social gathering social trip vacation,appropriate tight,bright,warm,light,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0
12445,12445,W_14790_19_normcore_W.jpg,2019,normcore,W,winter,daily social gathering,appropriate,dark,cold warm,heavy,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12446,12446,W_14791_70_hippie_W.jpg,1970,hippie,W,spring fall summer,social gathering social trip vacation,loose,bright,cold warm,light,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
12447,12447,W_14792_70_military_W.jpg,1970,military,W,spring fall,date event,appropriate loose,bright dark,cold warm,heavy light,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
12448,12448,W_14793_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance daily,tight,bright dark,warm,heavy,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0
12449,12449,W_14794_19_lounge_W.jpg,2019,lounge,W,spring fall winter,daily event,tight,bright dark,warm,light,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0
12450,12450,W_14795_70_military_W.jpg,1970,military,W,spring fall,event,appropriate,dark,warm,light,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12451,12451,W_14796_60_minimal_W.jpg,1960,minimal,W,spring fall winter,attendance event,appropriate tight,bright dark,warm,heavy,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0
12452,12452,W_14797_60_minimal_W.jpg,1960,minimal,W,spring fall,daily date social trip vacation,appropriate tight,bright dark,warm,heavy light,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0
12453,12453,W_14798_60_minimal_W.jpg,1960,minimal,W,spring fall,daily event social gathering,appropriate tight,dark,cold,heavy,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
12454,12454,W_14799_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,daily date event,appropriate tight,bright dark,cold warm,heavy light,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1
12455,12455,W_14800_19_genderless_W.jpg,2019,genderless,W,spring fall winter,attendance daily,appropriate tight,dark,cold,heavy,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0
12456,12456,W_14801_19_normcore_W.jpg,2019,normcore,W,winter,date event,appropriate,dark,cold warm,heavy,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12457,12457,W_14802_70_military_W.jpg,1970,military,W,winter,attendance daily,appropriate loose,dark,cold warm,heavy,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
12458,12458,W_14803_60_space_W.jpg,1960,space,W,summer,event social gathering social trip vacation,appropriate tight,bright,cold warm,light,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0
12459,12459,W_14804_50_feminine_W.jpg,1950,feminine,W,spring fall,event social gathering,tight,bright,warm,heavy light,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12460,12460,W_14805_50_feminine_W.jpg,1950,feminine,W,summer winter,event social gathering,appropriate tight,dark,cold warm,heavy light,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1
12461,12461,W_14806_50_feminine_W.jpg,1950,feminine,W,spring fall,event,appropriate,bright,warm,light,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
12462,12462,W_14807_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,appropriate,bright,warm,light,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12463,12463,W_14808_50_feminine_W.jpg,1950,feminine,W,summer,social gathering social trip vacation,appropriate,bright,cold warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
